Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
chunky-punk-ring,Chunky Punk Ring,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Chunky punk gold unisex signet ring.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless Steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W : 22g</li>
<li class=""li1"" data-mce-fragment=""1"">Size: 7/8</li>
</ul>
<p>See here for<span> </span><a href=""https://www.shopmuses.com/pages/sizes"" target=""_blank"">Ring Size Guide</a></p>",MUSES.,Rings,"gold ring, new in, ring, signet ring",true,Size,7,,,,,"",22.0,shopify,2,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7263.jpg?v=1607894830,1,,false,Chunky Signet Ring,,,,,,,,,,,,,,,,kg,,7.43,active
chunky-punk-ring,,,,,,,,8,,,,,"",22.0,shopify,1,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n3.jpg?v=1607894830,2,,,,,,,,,,,,,,,,,,,kg,,7.43,
chunky-punk-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4871.jpg?v=1607894830,3,,,,,,,,,,,,,,,,,,,,,,
india-twist-hoop-earrings,India Twist Hoop Earrings,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Gorgeous and trendy Hoop Earrings.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS<span data-mce-fragment=""1""> </span></a>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance, tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 7g/piece</li>
</ul>",MUSES.,Earrings,"earrings, hoop earrings, new in",true,Title,Default Title,,,,,"",7.0,shopify,3,deny,manual,15.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/8e3fa604-d95c-405e-abba-fb5c75483dc6.jpg?v=1607893917,1,,false,,,,,,,,,,,,,,,,,g,,6.32,active
india-twist-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n4.jpg?v=1607893917,2,,,,,,,,,,,,,,,,,,,,,,
india-twist-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4898.jpg?v=1607893917,3,,,,,,,,,,,,,,,,,,,,,,
india-twist-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4896.jpg?v=1607893917,4,,,,,,,,,,,,,,,,,,,,,,
marcella-hoop-earrings,Marcella hoop earrings,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Gorgeous and trendy Hoop Earrings.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS<span data-mce-fragment=""1""> </span></a>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance, tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 8g</li>
</ul>",MUSES.,Earrings,"earrings, hoop earrings, new in",true,Title,Default Title,,,,,"",8.0,shopify,2,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n15.png?v=1607893556,1,,false,,,,,,,,,,,,,,,,,g,,5.93,active
marcella-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n6.jpg?v=1607893556,2,,,,,,,,,,,,,,,,,,,,,,
marcella-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4880.jpg?v=1607893556,3,,,,,,,,,,,,,,,,,,,,,,
marcella-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4885.jpg?v=1607893556,4,,,,,,,,,,,,,,,,,,,,,,
sophia-chain-link-ring,SOPHIA chain link ring,,MUSES.,"","",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/image_2f4a27ac-4bef-467c-bd31-328a9cf27932.jpg?v=1607886941,1,,false,,,,,,,,,,,,,,,,,lb,,,draft
sophia-chain-link-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/image_635a0939-8b60-4e08-ad72-ee4ec95098df.jpg?v=1607886941,2,,,,,,,,,,,,,,,,,,,,,,
sophia-chain-link-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/image_c2df96c9-ce46-49c4-b24f-9dc8f71e040a.jpg?v=1607886941,3,,,,,,,,,,,,,,,,,,,,,,
amy-pu-crossbody-bag,AMY PU Crossbody bag,"<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Specifications:</b> (Width) 22cm <br></p>
<p class=""p1"" data-mce-fragment=""1"">                          (Height) 13cm <br data-mce-fragment=""1""></p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Adjustable Crossbody strap:</b> 114cm </p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Material:</b> PU Leather/ Polyester lining.</p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Closure: Flap cover</b></p>",MUSES.,Bags,"bags, baguette bag, shoulder bag, vintage",true,Color,burgundy,,,,,"",332.0,shopify,2,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/0620F8B1-1311-45DC-8772-91BBEA65989B.jpg?v=1605640233,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/0620F8B1-1311-45DC-8772-91BBEA65989B.jpg?v=1605640233,kg,,,active
amy-pu-crossbody-bag,,,,,,,,cream,,,,,"",332.0,shopify,1,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/1fe1b70b-eb80-41b1-9e5b-d22d24d78396.jpg?v=1605640233,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/1fe1b70b-eb80-41b1-9e5b-d22d24d78396.jpg?v=1605640233,kg,,,
amy-pu-crossbody-bag,,,,,,,,Black,,,,,"",332.0,shopify,1,deny,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/H8bc136e36ef2445583681b0f49a99721c.jpg?v=1605640233,3,,,,,,,,,,,,,,,,,,,kg,,,
amy-pu-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/5b97834a-c94d-4f00-a361-911a6c59dfa8.jpg?v=1605640233,4,,,,,,,,,,,,,,,,,,,,,,
zaenab-thick-twisted-cable-bracelet,ZAENAB Thick Twisted Cable Bracelet,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">5mm thick twisted cable bracelet.</p>
<p data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a data-mce-fragment=""1"" href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Material: Copper</li>
<li data-mce-fragment=""1"">Gold plated</li>
<li data-mce-fragment=""1"">Lead &amp; Nickel free</li>
<li data-mce-fragment=""1"">Weight: 11g</li>
<li data-mce-fragment=""1"">Length: 18cm</li>
</ul>",MUSES.,bangles/bracelets,"bangles, bangles/bracelets, bracelets",true,Title,Default Title,,,,,"",11.0,shopify,2,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/H7cff7f5f5b7344bca3a2b6648e38756ah.jpg?v=1605639506,1,,false,,,,,,,,,,,,,,,,,kg,,,active
zaenab-thick-twisted-cable-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4286_Facetune_14-11-2020-20-37-46.jpg?v=1605639506,2,,,,,,,,,,,,,,,,,,,,,,
zaenab-thick-twisted-cable-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/Heb9ed15772b5472d97ae7ad06aa41e0dV.jpg?v=1605639524,3,,,,,,,,,,,,,,,,,,,,,,
sara-chunky-u-shaped-bracelet,SARA Chunky U-shaped Bracelet,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Sara bracelet makes the perfect companion for the <a href=""https://www.shopmuses.com/collections/necklaces/products/abbie-chainlink-necklace"" target=""_blank"" rel=""noopener noreferrer"">BOLA necklace </a></p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Copper</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Weight: 13g</li>
<li class=""li1"" data-mce-fragment=""1"">Length: 18cm</li>
</ul>
<p data-mce-fragment=""1"">See here for<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/sizes"" data-mce-fragment=""1"" data-mce-href=""https://www.shopmuses.com/pages/sizes"" target=""_blank"">Ring Size Guide</a></p>",MUSES.,bangles/bracelets,"bangles, bangles/bracelets, bracelets",false,Title,Default Title,,,,,"",13.0,shopify,0,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3982.jpg?v=1605639090,1,,false,,,,,,,,,,,,,,,,,kg,,,archived
sara-chunky-u-shaped-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3928.jpg?v=1605639090,2,,,,,,,,,,,,,,,,,,,,,,
sara-chunky-u-shaped-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3980.jpg?v=1605639090,3,,,,,,,,,,,,,,,,,,,,,,
sara-chunky-u-shaped-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3680.jpg?v=1605639091,4,,,,,,,,,,,,,,,,,,,,,,
ivy-white-marble-signet-ring,IVY White Marble Signet Ring,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Ivy is the must-have signet ring. Her size is perfect and the white marble effect graces her perfectly.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Brass</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Weight: 10g</li>
<li class=""li1"" data-mce-fragment=""1"">Size: 7</li>
</ul>
<p>See here for <a href=""https://www.shopmuses.com/pages/sizes"" target=""_blank"" rel=""noopener noreferrer"">Ring Size Guide</a></p>",MUSES.,Rings,"gold ring, ring, signet ring",true,Title,Default Title,,,,,"",10.0,shopify,2,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/image_a98055af-470f-48a7-aa68-6d35f2ecea8e.jpg?v=1606237065,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ivy-white-marble-signet-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4265_Facetune_14-11-2020-21-06-14.jpg?v=1606237065,2,,,,,,,,,,,,,,,,,,,,,,
ivy-white-marble-signet-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4254_Facetune_14-11-2020-21-10-15.jpg?v=1606237065,3,,,,,,,,,,,,,,,,,,,,,,
ivy-white-marble-signet-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_39682.jpg?v=1606237065,4,,,,,,,,,,,,,,,,,,,,,,
celia-irregular-circle-gold-ring,CELIA Irregular Circle Gold Ring,"<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR <a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"">JEWEL CARE INSTRUCTIONS</a> FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Brass</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Weight: 4g</li>
</ul>",MUSES.,Rings,"gold ring, ring, signet ring",true,Title,Default Title,,,,,"",4.0,shopify,2,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4320_Facetune_14-11-2020-20-29-49.jpg?v=1605637950,1,,false,,,,,,,,,,,,,,,,,kg,,,active
celia-irregular-circle-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/H3c90d778b96b455c8abc55626efb0973V.jpg?v=1605637950,2,,,,,,,,,,,,,,,,,,,,,,
celia-irregular-circle-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4318_Facetune_14-11-2020-20-31-11_3903f583-751a-41d8-a6a7-9f6484044a3f.jpg?v=1605637950,3,,,,,,,,,,,,,,,,,,,,,,
celia-irregular-circle-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/Hd968645069bf4de1813cb052108e9e62U.jpg?v=1605637950,4,,,,,,,,,,,,,,,,,,,,,,
roxy-chunky-stack-ring,ROXY Chunky Stack ring,"<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR <a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" rel=""noopener noreferrer"">JEWEL CARE INSTRUCTIONS</a> FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Zinc Alloy</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Weight: 9g</li>
</ul>",MUSES.,Rings,"gold ring, ring, signet ring",true,Title,Default Title,,,,,"",9.0,shopify,1,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3959.jpg?v=1605637211,1,,false,,,,,,,,,,,,,,,,,kg,,,active
roxy-chunky-stack-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3956.jpg?v=1605637211,2,,,,,,,,,,,,,,,,,,,,,,
roxy-chunky-stack-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3957.jpg?v=1605637212,3,,,,,,,,,,,,,,,,,,,,,,
wura-square-pearl-earrings,WURA Square Pearl Earrings,"<p>Wura is a Yoruba word for 'gold'. This gorgeous pair will add the perfect touch to your outfit.</p>
<p class=""p1"">MAKE SURE TO READ OUR J<a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"">EWEL CARE INSTRUCTIONS</a> FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Material: Body- Copper.  Imitation Pearl.</li>
<li class=""li1"">
<span class=""s1""></span>Gold plated</li>
<li class=""li1"">
<span class=""s1""></span>Lead &amp; Nickel free</li>
<li class=""li1"">
<span class=""s1""></span>Weight: 9g</li>
</ul>",MUSES.,Earrings,earrings,true,Title,Default Title,,,,,"",9.0,shopify,1,deny,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/He8de6c3e62664dc1bda9a5c7d8a2e18ad.jpg?v=1605629980,1,,false,,,,,,,,,,,,,,,,,kg,,,active
wura-square-pearl-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3977.jpg?v=1605629980,2,,,,,,,,,,,,,,,,,,,,,,
wura-square-pearl-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4171_Facetune_14-11-2020-21-13-58.jpg?v=1605629980,3,,,,,,,,,,,,,,,,,,,,,,
lizzie-chain-link-minimalist-choker-necklace,LIZZIE Chain Link Minimalist Choker necklace,"<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR <a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" rel=""noopener noreferrer"">JEWEL CARE INSTRUCTIONS</a> FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Zinc Alloy</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Weight: 3g</li>
</ul>",MUSES.,Necklace,"jewellery, necklace, necklaces",true,Length,Length,Size,30cm,,,"",3.0,shopify,2,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/H8e4b0e1e483a4cf49641897ad5f2b4e9v.jpg?v=1605639192,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lizzie-chain-link-minimalist-choker-necklace,,,,,,,,Length,,40cm,,,"",3.0,shopify,1,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4031.jpg?v=1605639192,2,,,,,,,,,,,,,,,,,,,kg,,,
lizzie-chain-link-minimalist-choker-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3936.jpg?v=1605639192,3,,,,,,,,,,,,,,,,,,,,,,
lizzie-chain-link-minimalist-choker-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4032.jpg?v=1605639192,4,,,,,,,,,,,,,,,,,,,,,,
nova-earrings,NOVA Rhinestone Safety Pin Earrings,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Trendy punk safety pin style rhinestone earrings.</p>
<p data-mce-fragment=""1"">MAKE SURE TO READ OUR <a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" rel=""noopener noreferrer"">JEWEL CARE INSTRUCTIONS</a> FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Material: Zinc Alloy</li>
<li data-mce-fragment=""1"">Gold plated</li>
<li data-mce-fragment=""1"">Lead &amp; Nickel free</li>
<li data-mce-fragment=""1"">Weight: 5g/pair</li>
</ul>",MUSES.,Earrings,earrings,true,Color,Gold,,,,,"",5.0,shopify,2,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/image_622b5592-b991-4e8a-b9b5-f7a57979fefd.jpg?v=1605634841,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3931.jpg?v=1605634841,kg,,,active
nova-earrings,,,,,,,,Silver,,,,,"",5.0,shopify,1,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4068.jpg?v=1605634841,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3951.jpg?v=1605634841,kg,,,
nova-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3951.jpg?v=1605634841,3,,,,,,,,,,,,,,,,,,,,,,
nova-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3931.jpg?v=1605634841,4,,,,,,,,,,,,,,,,,,,,,,
temi-cross-body-box-bag,LARA cross body bag,"<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Specifications:</b> (Width) 19 cm <br></p>
<p class=""p1"" data-mce-fragment=""1"">                          (Height) 13 cm <br data-mce-fragment=""1""></p>
<p class=""p1"" data-mce-fragment=""1""> </p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Material:</b> PU Leather/ Polyester lining.</p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Closure:</b> Closure flap with flip clip</p>",MUSES.,Bags,bags,true,Color,Cream,,,,,"",320.0,shopify,0,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_6522_Facetune_09-12-2020-02-39-27.jpg?v=1607918341,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/D0E1F674-D15E-4C54-AE6A-52F353F69CAD.jpg?v=1607918341,kg,,,active
temi-cross-body-box-bag,,,,,,,,Black,,,,,"",322.0,shopify,1,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4725.jpg?v=1607918341,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3840.jpg?v=1607918341,kg,,,
temi-cross-body-box-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/D0E1F674-D15E-4C54-AE6A-52F353F69CAD.jpg?v=1607918341,3,,,,,,,,,,,,,,,,,,,,,,
temi-cross-body-box-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_1309.jpg?v=1607918341,4,,,,,,,,,,,,,,,,,,,,,,
temi-cross-body-box-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_3840.jpg?v=1607918341,5,,,,,,,,,,,,,,,,,,,,,,
